12357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6207.67,NA,NA,NA,NA,NA
12358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683.2
12359,NA,NA,NA,NA,NA,547.5,NA,NA,NA,1838.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2876.85,NA,NA,NA,NA,NA,NA,NA,NA
12360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.7,NA,NA,NA,NA,NA,NA,NA,NA,1043.78,NA,NA,NA,NA,NA,NA,NA
12361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.76,NA,NA,NA,NA,469.25,NA,NA,NA,NA,NA,NA,829.99,NA,355.8,NA,1286.11,477.94,NA,NA,NA,NA,529.04
12363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.92,NA,NA,NA,NA,79.8,NA,NA,NA,NA,299.06,NA,NA,NA,NA,310.32,NA
12365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.9
12370,NA,NA,1868.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.28,NA,NA,NA,NA,NA,NA,NA
12371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527.96,NA,360,NA,NA,NA,NA,NA,NA
12372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12373,NA,NA,NA,NA,NA,NA,NA,NA,364.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.93,NA,NA,NA
12375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.2,NA
12377,NA,NA,NA,1001.52,NA,NA,NA,626.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4008.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626.01,NA,NA,450.86,NA,NA,NA,NA,1040.39,NA,NA,NA
12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268.74,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,419.06,NA,NA,NA,NA,147.01
12383,NA,NA,NA,600.72,NA,651.16,NA,NA,NA,NA,NA,NA,NA,NA,357.07,NA,NA,NA,142.16,NA,NA,NA,NA,NA,NA,NA,99.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.58,NA,NA,NA,NA
12386,NA,258.9,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12388,NA,NA,NA,NA,NA,NA,431.3,NA,NA,124.05,NA,NA,NA,210.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,825.92,NA,NA,NA,NA,NA,NA,NA,NA,286.4,NA,NA
12390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.89,NA,NA,NA
12393,NA,NA,NA,NA,NA,639.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
12395,346.1,NA,333.82,NA,NA,NA,NA,NA,NA,231.51,NA,NA,NA,NA,NA,326.5,NA,NA,NA,NA,NA,149.97,181.82,NA,NA,NA,NA,NA,NA,163.9,NA,NA,NA,NA,NA,NA,165.95,NA,NA,NA,NA,NA,NA,346.68,NA,NA,NA,NA,506.55,265.83,NA,NA,NA
12397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.09,NA,NA,NA,NA,NA
12398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635.66,NA,NA,NA,NA,NA,NA
12399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.05,NA,NA,NA,NA,NA,NA,480.9,NA,NA,NA,130.08,NA,NA,NA,NA,NA,NA,NA,NA,209.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12401,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12402,NA,NA,NA,NA,NA,NA,225.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.7,NA,NA,NA,NA,NA,NA,NA
12405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794.05,NA,NA,NA
12407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.3,NA,NA,NA,NA,269.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.06,NA,NA,192.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.76,NA,NA,NA,NA,NA,NA,NA
12408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.5,NA,NA,NA,NA
12409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6207.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4865.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12410,NA,NA,NA,NA,NA,NA,NA,NA,693.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.5,NA,NA,NA,NA,376.24,NA,NA,NA,NA,NA,NA,NA,NA,336.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12413,NA,NA,NA,NA,479.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
12414,NA,NA,NA,NA,NA,NA,NA,NA,153.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.8,165.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12415,NA,NA,NA,NA,7011.38,81.6,NA,NA,NA,NA,14022.92,NA,16726.84,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,12691.16,NA,NA,NA,23426.81,NA,NA,NA,2796.36,158.65,NA,NA,NA,21880.44,NA,2941.72,NA,NA,NA,NA,16471.77,NA,NA,NA,999.48,NA,5355.4,NA,NA,NA
12417,NA,NA,291.34,NA,NA,NA,NA,323.44,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,436.3,NA,NA,NA,NA,437.19,NA,NA,NA,NA,NA,NA,NA,NA,355.56,NA,NA,562.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.85,NA,NA,NA,NA,369.73
12418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
12421,NA,NA,NA,NA,NA,NA,NA,157.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.35,NA,NA,NA,NA,NA,NA,NA,NA,231.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.48,NA,NA
12422,NA,NA,NA,NA,NA,NA,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12423,NA,NA,NA,237.93,NA,NA,NA,NA,NA,NA,NA,192.31,NA,NA,NA,347.35,NA,255.36,NA,NA,NA,NA,NA,NA,333.82,84.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.64
12424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12427,303.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.58,NA,NA,NA,NA,239.72,NA,NA,NA
12428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4969.22,NA,409.2,NA,558.4,NA,373.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.44,NA,NA,NA,NA,605.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.34,NA,NA,NA
12429,NA,1281.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.98,NA,NA,NA,NA,NA,NA,NA,1125.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.52,NA
12430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.4,NA,NA,NA,NA,NA,NA
12431,358.25,NA,415.7,NA,NA,NA,NA,384.68,NA,NA,640.1,412.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.16,NA,472.09,NA,NA,NA,NA,NA,NA,NA,988.48,118.8,NA,608.76,NA,NA,NA,NA,NA,NA,NA,678.76,332.68,NA,NA,601.44,NA,NA,NA,NA,NA
12432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042.66,NA,NA,NA,NA,NA,NA
12433,1919.14,1867.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2608.11,NA,NA,NA,NA,NA,NA,1498.66,NA,NA,NA,NA,2843.29,2638.69
12434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3978.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3850.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12437,NA,NA,NA,NA,NA,392.7,NA,NA,150.5,NA,NA,439.76,NA,NA,147.71,NA,NA,NA,NA,NA,209.1,NA,NA,368.2,267.12,NA,NA,501.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.68,NA,NA,222.6,NA,NA,NA,NA,263.46,997.03,NA,198.6,NA,292.41,165.9
12438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.78,NA,NA
12441,NA,173.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.06
12444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870.2,NA,NA,NA,NA,NA,NA,757.07,NA,NA,NA,NA,562.54,NA,NA,NA,879.01,NA,NA,NA,NA,936.64,NA,NA,NA
12445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.4,NA,NA,NA
12446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.31,NA,NA,NA,NA,NA,NA,NA,NA
12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
